customer_id,id,month,name,age,ssn,occupation,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x6ead,0x546d,August,Damounid,39,827-02-1282,Mechanic,69102.09,6027.5075,8,3,15,1,Payday Loan,10,15,18.85,5.0,Standard,106.97,29.510430301924764,20 Years and 9 Months,NM,45.60574915653494,88.35884477918958,High_spent_Large_value_payments,708.7861560642757,Good
CUS_0x11b7,0x4b01,August,Cremern,28,440-53-1294,Teacher,70099.04,5420.165108200587,1,1,10,3,"Mortgage Loan, Personal Loan, and Student Loan",5,6,9.85,5.0,Good,498.61,28.95181592765235,24 Years and 4 Months,No,790.3394730098074,134.97005888833945,High_spent_Medium_value_payments,601.9706932345978,Good
CUS_0x6d6e,0xa1b9,August,da Costal,36,310-72-8518,Lawyer,114977.76,9641.48,1,6,9,4,"Personal Loan, Home Equity Loan, Home Equity Loan, and Personal Loan",1,3,-3.46,1.0,,1084.96,39.04909391094289,23 Years and 6 Months,No,245.0136839362375,588.3164813544165,Low_spent_Small_value_payments,420.817834709346,Good
CUS_0x20a6,0xf87d,August,Jason Langeb,42,011-41-0287,Media_Manager,7879.85,855.6541666666667,8,9,21,9,"Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Personal Loan",26,13,25.43,12.0,Bad,3075.54,33.2837345774882,13 Years and 0 Months,Yes,57.43926085792997,27.72412528653828,Low_spent_Large_value_payments,270.4020305221984,Good
CUS_0x1efa,0x1bb71,August,Dagenborgq,44,644-35-1776,Accountant,18598.17,1575.8475,8,7,16,2,"Student Loan, and Auto Loan",16,15,12.21,8.0,,667.98,29.04753521677275,20 Years and 5 Months,Yes,18.896396334305955,45.90816270963944,Low_spent_Small_value_payments,354.8958292015651,Standard
CUS_0x60ec,0x17c29,August,Shalal-Esar,42,211-05-3339,Musician,41975.0,3761.916666666666,2,7,5,0,,8,1,5.74,0.0,Good,72.24,36.55166290559461,25 Years and 4 Months,No,0.0,57.92130800046896,High_spent_Medium_value_payments,568.2703586661977,Good
CUS_0xaa53,0x18a99,August,Theopolis Watersb,52,516-01-8545,Teacher,57847.1,4808.591666666666,1,4,5,1,Payday Loan,5,8,6.19,5.0,Good,958.73,29.08673264479532,23 Years and 8 Months,No,35141.0,518.893764823216,Low_spent_Small_value_payments,207.454950744026,Standard
CUS_0x73c0,0x9c61,August,Daniel Flynnz,43,#F%$D@*&8,Writer,77004.92,6233.076666666668,10,5,22,6,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Home Equity Loan",39,15,25.82,10.0,Bad,2511.6,38.12568892538821,1 Years and 11 Months,Yes,370.6471222812751,156.398413274329,High_spent_Medium_value_payments,346.2621311110627,Poor
CUS_0x5d1c,0xb6f5,August,Herbst-Baylisst,19,204-41-9068,Accountant,92497.5,7899.125,3,3,3,0,,2,2,0.52,0.0,Good,406.94,34.78567360060687,29 Years and 8 Months,No,0.0,141.1558645138069,High_spent_Large_value_payments,888.7566354861931,Standard
CUS_0xacc6,0x3571,August,Sheppardx,37,398-58-0171,Architect,64397.88,5240.49,7,5,11,0,,21,15,19.43,11.0,Standard,1001.74,26.55333736317596,19 Years and 5 Months,Yes,0.0,269.30720017302946,High_spent_Small_value_payments,514.7417998269705,Standard
CUS_0x5155,0x2af1,August,Terry Baynesh,28,082-20-7384,Teacher,62139.51,5089.2925,6,10,26,8,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Payday Loan",59,23,24.24,8.0,Bad,2603.85,38.61938583351985,8 Years and 6 Months,Yes,342.2290731506656,67.34593045908957,High_spent_Medium_value_payments,349.35424639024484,Poor
CUS_0x8bba,0x1a88d,August,Rx,7151,417-78-1654,Scientist,9429.325,909.7770833333334,5,5,28,2,"Credit-Builder Loan, and Home Equity Loan",26,15,9.27,12.0,Standard,2101.94,36.167828341320295,15 Years and 3 Months,Yes,12.851520714108176,118.41913985029156,High_spent_Medium_value_payments,303.28647334412005,Poor
CUS_0x446f,0x162b5,August,Tom Billx,52,318-09-4149,Accountant,56381.6,4535.466666666666,5,3,1,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",5,6,0.81,6.0,,1371.48,35.35433939069965,30 Years and 2 Months,No,119.62300814760052,172.1013336412746,Low_spent_Medium_value_payments,441.82232487779146,Standard
CUS_0x5e1b,0xd189,August,arbara Listonm,51,691-88-4829,Mechanic,151160.64,12758.72,1,6,1,0,,7,7,3.45,4.0,Good,1139.22,30.353368080088583,22 Years and 7 Months,No,0.0,212.8424632207084,High_spent_Medium_value_payments,1313.029536779292,Standard
CUS_0x210f,0x7651,August,Farahf,36,522-83-5666,Scientist,24376.2,2278.350000000001,4,7,10,1,Personal Loan,6,16,7.300000000000002,1.0,Standard,1109.03,33.34860848183656,22 Years and 0 Months,Yes,10.835928874709449,197.0518503085836,Low_spent_Small_value_payments,309.947220816707,Standard
CUS_0x202e,0x1737d,August,Nanette Byrnesg,25,718-69-3114,Teacher,17337.8,1674.8166666666666,9,5,16,6,"Not Specified, Not Specified, Payday Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",34,16,4.96,11.0,Bad,1260.81,32.309543132178696,19 Years and 5 Months,Yes,79.63272261426017,126.2080607471178,Low_spent_Large_value_payments,231.6408833052887,Poor
CUS_0x68b5,0x2d55,August,Deepa Babingtont,32,112-61-4889,Journalist,12303.09,1243.2575,6,3,9,3,"Payday Loan, Student Loan, and Payday Loan",23,16,17.06,5.0,Standard,1328.11,31.83226480069068,18 Years and 9 Months,NM,26.763607167780485,84.04253415199075,,303.5196086802288,Standard
CUS_0xba93,0x666d,August,Jessicam,27,616-90-1633,Entrepreneur,57838.06,4617.838333333333,3,4,8,2,"Student Loan, and Payday Loan",15,3,0.75,0.0,,1362.1,25.867923503119307,24 Years and 4 Months,No,83.81748259925727,414.77394325604286,Low_spent_Medium_value_payments,243.19240747803315,Good
CUS_0xb59e,0x136a5,August,"OBoyle""v",30,#F%$D@*&8,Lawyer,23317.74,2109.1450000000004,4,303,12,3,"Home Equity Loan, Home Equity Loan, and Student Loan",24,14,0.6,2.0,Good,387.02,29.283439629693788,20 Years and 11 Months,No,32.033127425141274,98.35473579804994,,340.5266367768089,Standard
CUS_0x4a83,0x4201,August,", Globalw",19,408-42-1764,Engineer,35322.24,2805.52,5,5,6,3,"Credit-Builder Loan, Auto Loan, and Auto Loan",11,1,10.51,2.0,,907.76,36.3304853159484,30 Years and 8 Months,No,61.72578801827049,205.71626979113103,Low_spent_Small_value_payments,303.1099421905985,Standard
CUS_0x7fb3,0x1e121,August,Callusk,29,810-95-8044,Engineer,19557.1,1423.7583333333332,5,5,1478,4,"Student Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",14,20,12.86,7.0,Standard,2002.24,30.36758328024916,12 Years and 6 Months,Yes,53.65460692883751,10000.0,Low_spent_Small_value_payments,251.38770154271725,Poor
CUS_0x1ad6,0xf7c9,August,Ilona Wissenbachm,14,127-10-3342,Lawyer,133444.08,10847.339999999998,5,3,13,7,"Payday Loan, Not Specified, Home Equity Loan, Student Loan, Home Equity Loan, Home Equity Loan, and Not Specified",16,15,17.04,11.0,Standard,217.91,37.25856856155757,15 Years and 3 Months,NM,24753.0,845.3280407318658,Low_spent_Small_value_payments,59.87018991744628,Standard
CUS_0x13b2,0x1569d,August,Horowitze,27,404-97-1261,Musician,21440.93,1555.7441666666666,5,3,9,3,"Payday Loan, Personal Loan, and Auto Loan",27,9,6.15,3.0,Standard,969.29,28.2963164257012,33 Years and 2 Months,No,35.27302502352533,51.9057346860095,Low_spent_Medium_value_payments,348.3956569571318,Standard
CUS_0x7347,0x81e5,August,Juliaq,43,611-53-0923,Teacher,8719.0,653.5833333333334,9,5,19,6,"Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",40,10,15.58,14.0,Standard,1643.18,35.939043857679046,8 Years and 11 Months,Yes,34.671916769985145,53.95399986708583,Low_spent_Small_value_payments,266.7324166962624,Poor
CUS_0xb0b7,0x3f85,August,Langif,32,597-34-5694,Architect,20059.775,1646.6479166666668,3,7,5,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Auto Loan",14,10,10.01,2.0,Good,841.07,38.55247369193117,31 Years and 4 Months,No,46.33143453468136,117.80977944703363,,270.5235776849517,Standard
CUS_0x6ce,0x609d,August,Julien Toyerx,46,213-57-5319,Musician,96683.48,7984.892226596685,7,7,11,4,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",18,15,0.7699999999999996,1.0,Good,1084.27,36.75864105679781,17 Years and 4 Months,No,489.76837985530886,292.35328542248413,High_spent_Medium_value_payments,610.7384414588541,Standard
CUS_0x48ed,0x31f9,August,Jessica Wohlk,23,600-60-2322,Teacher,17750.19,1327.1825,9,10,28,7,"Student Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",21,21,28.47,15.0,Bad,4385.27,26.68041595196195,11 Years and 10 Months,Yes,56.33577390711153,50.53179274179433,Low_spent_Small_value_payments,315.8506833510941,Standard
CUS_0xb69a,0x80f5,August,Biondik,32,704-62-9013,Doctor,17282.31,1490.972429345295,5,4,1,2,"Not Specified, and Mortgage Loan",17,18,8.98,2.0,Good,188.54,32.40524411936522,29 Years and 10 Months,No,185.9205005553245,175.4410936469018,Low_spent_Small_value_payments,256.17772645247874,Poor
CUS_0xc055,0x2d61,August,Guillermo Parra-Bernale,26,600-94-2851,Developer,35118.1,3113.508333333333,5,7,6,3,"Home Equity Loan, Payday Loan, and Personal Loan",32,13,12.7,8.0,,407.74,26.44151505553604,32 Years and 8 Months,Yes,45.18912916309637,118.5631996076486,High_spent_Medium_value_payments,397.5985045625884,Standard
CUS_0x3ce7,0x1f525,August,Rhys Jonesb,25,110-85-1519,Architect,7269.655,494.80458333333326,6,9,21,9,"Not Specified, Credit-Builder Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",20,15,21.72,8.0,Bad,4399.03,36.34360916030214,1 Years and 5 Months,Yes,33.849090392399376,18.97688981295885,Low_spent_Small_value_payments,286.6544781279751,Poor
CUS_0x67fd,0x17c35,August,Herberth,24,994-43-3758,,40759.86,3417.655,4,5,19,2,"Payday Loan, and Home Equity Loan",10,10,19.66,9.0,Standard,337.58,24.007688678088627,31 Years and 6 Months,Yes,39.73303869207968,83.7079921141465,High_spent_Medium_value_payments,468.3244691937737,Good
CUS_0x4cf6,0x1fed9,August,Slaterb,41,708-56-6525,Musician,39280.52,3297.376666666666,5,1,9,2,"Home Equity Loan, and Not Specified",0,2,7.15,4.0,,599.81,36.32891561821421,23 Years and 2 Months,No,38.30417245441874,391.9904171604192,Low_spent_Small_value_payments,189.4430770518288,Good
CUS_0x812c,0x7b55,August,Gertrude Chavez-Dreyfusse,36,631-45-4165,,65644.4,5275.366666666666,10,9,32,6,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",31,18,25.61,10.0,,3057.46,34.71516363024995,9 Years and 4 Months,Yes,279.68481669606626,96.24463352535464,High_spent_Large_value_payments,391.60721644524574,Standard
CUS_0x5fc2,0xc2a1,August,Hueth,47,821-16-9505,Scientist,10285.71,1036.1425,8,7,6,1,Student Loan,18,8,7.49,3.0,Standard,1354.57,33.59040408992417,29 Years and 3 Months,Yes,7.8970740737019645,50.0043719605321,Low_spent_Small_value_payments,335.71280396576594,Poor
CUS_0x83bd,0x20719,August,McCoolp,38,860-78-5003,Journalist,17610.81,1391.5675,9,9,16,9,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Home Equity Loan",42,25,8.45,8.0,Bad,1798.75,37.34900382560439,20 Years and 5 Months,Yes,66.06274347543646,96.59069668804176,Low_spent_Small_value_payments,266.5033098365218,Poor
CUS_0x4c90,0x303d,August,Joneso,43,038-10-9709,Developer,32414.26,2749.188333333333,7,5,20,2,"Credit-Builder Loan, and Mortgage Loan",14,19,15.28,5.0,Standard,695.61,31.580778265353235,13 Years and 8 Months,Yes,34.318058173366644,129.46028115238636,High_spent_Small_value_payments,371.14049400758034,Standard
CUS_0x26aa,0x11cad,August,Dianei,20,639-27-1679,Journalist,52104.0,4509.0,9,6,27,9,"Mortgage Loan, Mortgage Loan, Payday Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Auto Loan, and Auto Loan",55,25,18.75,9.0,Bad,4598.96,37.2698098835758,5 Years and 11 Months,Yes,308.76227475364965,290.7263577007918,Low_spent_Large_value_payments,121.41136754555848,Standard
CUS_0x753f,0x1cfbd,August,Lee Lucym,56,359-26-2390,Entrepreneur,25793.11,2322.425833333333,4,7,20,3,"Auto Loan, Credit-Builder Loan, and Home Equity Loan",8,12,8.78,9.0,Standard,413.08,24.80642705963975,29 Years and 8 Months,NM,47.57935790575591,91.4764596075128,High_spent_Medium_value_payments,343.18676582006464,Standard
CUS_0x6443,0x21b1d,August,Gernot Hellerl,42,846-27-0367,Developer,147781.64,12090.136666666667,0,4,4,0,,11,8,4.83,3.0,,484.81,34.82754001277964,19 Years and 4 Months,NM,0.0,782.7080140535976,High_spent_Small_value_payments,686.3056526130692,Good
CUS_0x5bfc,0x1a52d,August,Katharinaf,22,456-24-4809,Engineer,9141.63,1056.8024999999998,8,10,23,8,"Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Student Loan, Mortgage Loan, and Not Specified",31,15,17.51,7.0,Bad,4769.85,36.605398843011045,7 Years and 6 Months,Yes,47.0738830569356,67.78202131715557,Low_spent_Medium_value_payments,270.82434562590885,Standard
CUS_0x4cad,0xb965,August,Estelle Shirbons,35,179-19-0691,Architect,49131.42,3864.285,9,9,25,7,"Mortgage Loan, Personal Loan, Student Loan, Payday Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",29,23,19.9,12.0,Bad,4552.04,25.069810950373544,9 Years and 5 Months,Yes,165.29630829205422,287.6222938277996,Low_spent_Small_value_payments,223.50989788014613,Poor
CUS_0x4972,0x13675,August,Dhanyax,22,148-03-8586,Accountant,18738.44,1411.5366666666666,10,6,20,9,"Student Loan, Auto Loan, Home Equity Loan, Personal Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, and Not Specified",20,17,20.93,8.0,Bad,2748.17,33.11909209908392,1 Years and 8 Months,Yes,136.2930223861058,54.98197645990122,Low_spent_Small_value_payments,239.87866782065964,Standard
CUS_0x63c2,0x5005,August,Xiaoyi Shaoy,49,602-93-9483,Accountant,151085.88,12540.49,2,7,6,3,"Student Loan, Mortgage Loan, and Student Loan",1,4,2.25,4.0,,1015.74,41.830159297866295,33 Years and 4 Months,No,323.015109995819,302.15622032930764,High_spent_Large_value_payments,868.8776696748732,Standard
CUS_0xb9bb,0x5509,August,Nater,45,#F%$D@*&8,Doctor,17458.44,1446.87,9,9,15,-100,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",13,20,-5.65,1776.0,,2816.06,34.58361063631291,8 Years and 6 Months,Yes,66.40302649962311,46.35047472972726,Low_spent_Medium_value_payments,311.93349877064963,Poor
CUS_0x7b7a,0x3739,August,Mordantt,20,930-29-4314,Musician,77930.28,6504.19,8,8,25,7,"Personal Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, and Not Specified",45,22,0.64,10.0,Bad,1597.7,35.14309261672948,11 Years and 3 Months,Yes,449.50572365736986,95.90317008699624,High_spent_Medium_value_payments,355.01010625563384,Standard
CUS_0xad87,0x5d85,August,Yoko Kubotah,24,743-13-8477,Entrepreneur,69024.2,5492.016666666666,9,7,27,7,"Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Mortgage Loan, and Payday Loan",42,25,,11.0,Bad,4612.41,27.98987533460356,4 Years and 10 Months,Yes,311.4266147224469,451.0217493249839,,66.75330261923585,Poor
CUS_0x8ba4,0xaa11,August,Phil Wahbaq,16,124-32-2706,Engineer,35398.64,3123.8866666666668,8,7,15,3,"Credit-Builder Loan, Debt Consolidation Loan, and Debt Consolidation Loan",20,14,19.4,9.0,Standard,1530.57,37.92501566393171,18 Years and 10 Months,Yes,86.56126134379161,126.21764609615808,High_spent_Medium_value_payments,349.609759226717,Poor
CUS_0x5182,0x160c9,August,Leeb,43,047-96-9953,Engineer,14562.32,1168.5266666666666,7,8,3801,4,"Not Specified, Personal Loan, Personal Loan, and Payday Loan",56,26,7.21,16.0,Bad,1916.2,30.290824339984496,19 Years and 0 Months,Yes,43.09042995405283,77.89422358908443,Low_spent_Small_value_payments,285.8680131235293,Poor
CUS_0x543,0x11335,August,Scheyders,45,269-07-0699,Media_Manager,20813.98,1484.4983333333332,3,7,12,7,"Credit-Builder Loan, Not Specified, Personal Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Debt Consolidation Loan",13,12,12.66,5.0,,720.08,28.99231001074297,18 Years and 0 Months,Yes,83.33123676627393,173.57948870981198,Low_spent_Small_value_payments,181.53910785724744,Standard
CUS_0x7015,0x19f5d,August,Tim Kellyf,39,795-31-5311,Musician,8057.43,561.4525,4,9,17,6,"Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",27,13,13.12,11.0,Standard,1452.74,34.357656897896746,19 Years and 4 Months,Yes,37.002055026919415,54.142289980285966,Low_spent_Small_value_payments,255.0009049927946,Poor
CUS_0x51cb,0x15f19,August,Rhys Jonesz,48,423-03-2444,Accountant,172534.16,14344.846666666665,4,7,5,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",13,10,5.99,3.0,Good,1343.5,27.061614398975845,21 Years and 9 Months,No,393.6591443764392,733.2481084088543,Low_spent_Medium_value_payments,587.5774138813732,Standard
CUS_0x42c0,0x11311,August,Jessica Wohlr,54,957-02-1372,Manager,67712.58,5549.715,3,5,15,1,Mortgage Loan,11,3107,4.92,1.0,,588.81,34.01341183999046,30 Years and 9 Months,No,31.297835389824165,188.79328069372616,High_spent_Medium_value_payments,584.8803839164498,Standard
CUS_0x23e2,0xcde1,August,economics correspondentr,38,563-99-3300,Musician,57035.58,4823.965,3,7,12,0,,24,12,16.04,4.0,,550.23,23.842449895426785,21 Years and 9 Months,No,0.0,84.56898552794155,High_spent_Large_value_payments,637.8275144720585,Standard
CUS_0x78e9,0x126fd,August,Tomb,-500,716-17-7548,Developer,43904.46,3934.705,4,4,15,7,"Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",7,9,16.18,9.0,Standard,1385.28,25.90794225191168,17 Years and 3 Months,Yes,250.36665302962447,104.76181506100347,High_spent_Medium_value_payments,288.34203190937205,Poor
CUS_0x7081,0x20f4d,August,Berginw,23,653-91-2313,Doctor,58290.64,4602.553333333333,7,9,19,8,"Mortgage Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Not Specified, Payday Loan, and Home Equity Loan",35,23,24.39,12.0,Bad,2818.43,27.19270752038309,11 Years and 5 Months,Yes,304.74457543804607,363.55351883391535,Low_spent_Small_value_payments,81.95723906137198,Standard
CUS_0xb312,0xcead,August,Lawrencej,21,#F%$D@*&8,Architect,61746.99000000001,5167.5825,8,8,15,6,"Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Mortgage Loan",50,25,4.27,11.0,Bad,4355.18,36.22006103602587,7 Years and 9 Months,NM,158.03890921598918,607.3258075681399,Low_spent_Small_value_payments,41.393533215871,Poor
CUS_0x6d9f,0x9475,August,Wanfeng Zhoud,26,369-28-8057,Media_Manager,15658.16,1098.8466666666666,10,8,21,6,"Payday Loan, Auto Loan, Student Loan, Payday Loan, Personal Loan, and Credit-Builder Loan",26,16,16.67,7.0,Standard,2538.06,25.95870704840685,11 Years and 10 Months,Yes,53.03590523919915,105.48713795376442,Low_spent_Small_value_payments,241.36162347370308,Poor
CUS_0xa874,0x1fa5,August,Camposg,46,742-30-5692,Musician,142170.12,11584.51,3,4,8,2,"Mortgage Loan, and Home Equity Loan",3,1,2.58,3.0,Good,282.56,41.70837610560034,24 Years and 10 Months,No,183.75951310113632,245.88920862007572,High_spent_Large_value_payments,968.802278278788,Good
CUS_0x6320,0x1161d,August,Halsv,45,442-44-5714,Scientist,72309.42,6135.785,1,5,2,0,,10,11,4.29,1.0,Good,493.99,39.24678756122632,32 Years and 7 Months,No,0.0,71.45881288987556,High_spent_Large_value_payments,782.1196871101245,Standard
CUS_0x9ba4,0x14d61,August,Rickj,20,732-45-5415,Journalist,30931.16,2521.596666666667,4,7,15,6,"Home Equity Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Not Specified, and Mortgage Loan",15,14,14.41,10.0,Standard,775.33,39.4696686247499,16 Years and 8 Months,Yes,81.4748102046393,163.35914617189744,Low_spent_Large_value_payments,277.3257102901299,Standard
CUS_0x18d4,0x18919,August,Michele Kambasy,26,#F%$D@*&8,Teacher,74264.92,6137.743333333333,4,4,4,4,"Home Equity Loan, Auto Loan, Student Loan, and Auto Loan",3,7,8.16,2.0,,307.82,29.06177871910799,25 Years and 6 Months,No,54445.0,10000.0,High_spent_Small_value_payments,536.1321298342434,Standard
CUS_0x40d9,0x243e5,August,Vellacotto,32,460-53-3049,Journalist,10454.79,612.2325000000002,5,6,15,4,"Credit-Builder Loan, Auto Loan, Auto Loan, and Home Equity Loan",12,19,16.56,13.0,Standard,773.4,31.228829122064475,27 Years and 8 Months,Yes,34.788439794431106,59.82556375504325,Low_spent_Small_value_payments,256.60924645052563,Standard
CUS_0x1378,0x23fc5,August,Alan Wheatleyx,15,674-69-0430,Mechanic,18064.06,1579.3383333333334,6,5,224,6,"Auto Loan, Student Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",16,10,19.9,6.0,,2116.7,29.334724231235214,8 Years and 4 Months,Yes,77.44173900225947,144.5582196415203,,215.9338746895536,Poor
CUS_0x6a9,0x12925,August,Leahg,14,046-17-3131,Architect,8266.92,534.91,9,9,29,9,"Payday Loan, Not Specified, Personal Loan, Personal Loan, Personal Loan, Mortgage Loan, Student Loan, Personal Loan, and Not Specified",35,15,28.88,13.0,,4955.51,29.35413638509673,9 Years and 3 Months,Yes,55.54806951357907,57.637686239188575,Low_spent_Small_value_payments,230.3052442472324,Standard
CUS_0x36ab,0x198d,August,Svea Herbst-Baylisss,16,925-44-1671,Teacher,43241.49,3282.269196467356,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",36,17,8.47,10.0,Bad,2174.16,30.59762389415997,12 Years and 9 Months,Yes,460.4272666027642,94.60039479976264,High_spent_Medium_value_payments,351.20639213011737,Standard
CUS_0xb49f,0x142c9,August,Carewg,49,732-35-8904,Journalist,136582.04,11118.836666666668,4,6,4,0,,20,10,1.73,3.0,Good,1203.56,33.83407374235013,27 Years and 2 Months,No,0.0,232.41093361454895,High_spent_Large_value_payments,1119.4727330521175,Poor
CUS_0x454f,0x1c369,August,Leeh,41,255-20-4167,Musician,129299.0,10765.916666666666,1,2,6,0,,13,3,1.24,6.0,Good,736.18,37.01970483468946,31 Years and 3 Months,No,0.0,205.6609995737883,High_spent_Small_value_payments,1130.9306670928786,Good
CUS_0x7a77,0x14089,August,Huw Jonesq,24,044-19-7799,Musician,32085.89,2460.8241666666668,4,6,14,5,"Payday Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Auto Loan",10,13,20.02,6.0,Standard,742.25,38.27866731224068,19 Years and 0 Months,Yes,84.06232163523586,85.11745102723239,High_spent_Medium_value_payments,326.9026440041985,Good
CUS_0xac41,0x25069,August,Christiaan Hetzneri,29,172-99-6722,Lawyer,62351.4,5454.95,9,6,29,3,"Mortgage Loan, Debt Consolidation Loan, and Payday Loan",61,13,7.83,13.0,Standard,1277.49,31.641385781717503,7 Years and 9 Months,NM,147.39257272852106,487.97704824616346,Low_spent_Small_value_payments,200.12537902531545,Poor
CUS_0x3acc,0x15931,August,Daum Kimu,37,132-30-4857,Manager,30784.67,2682.3891666666664,4,7,9,2,"Debt Consolidation Loan, and Not Specified",30,18,8.28,3.0,,1362.65,26.306669371776145,24 Years and 8 Months,Yes,28.16220960287093,324.3901858703506,Low_spent_Small_value_payments,205.68652119344512,Standard
CUS_0x7ca7,0x60f1,August,Conor Humphriesk,47,642-82-4606,Accountant,38873.01,3287.4175,5,7,12,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Student Loan",12,11,5.42,8.0,Good,17.87,30.07224748146957,28 Years and 6 Months,No,83.28570297516731,79.47244257337519,High_spent_Large_value_payments,405.9836044514575,Good
CUS_0x6fb2,0xd075,August,Erin Geigera,25,244-19-0739,Lawyer,17277.78,1212.8149999999996,9,8,19,9,"Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",15,25,-1.92,10.0,Bad,1774.51,41.11252379902657,15 Years and 3 Months,Yes,72.31335765942605,34.60500039161905,Low_spent_Medium_value_payments,294.3631419489549,Poor
CUS_0xaf4a,0x387d,August,Lakmidash,49,102-64-9911,Entrepreneur,19848.365,1905.030416666667,5,3,1,2,"Personal Loan, and Auto Loan",13,10,7.38,8.0,Good,1278.69,35.53424564486547,33 Years and 5 Months,No,23.24702152716288,46.63072650834098,Low_spent_Large_value_payments,390.6252936311628,Good
CUS_0x43fc,0x1a9dd,August,Poornimag,30,001-98-8608,Architect,134951.25,10311.799181018709,1,4,5,4,"Not Specified, Mortgage Loan, Student Loan, and Mortgage Loan",12,6,1.96,9.0,Good,496.32,38.53619447343312,29 Years and 8 Months,No,1070.9739242511027,276.2873134720577,High_spent_Medium_value_payments,670.8835457154566,Good
CUS_0x5082,0x203d1,August,Clara Ferreira-Marquesl,26,045-69-2378,Architect,11586.36,1141.5300000000002,5,5,17,2,"Mortgage Loan, and Credit-Builder Loan",25,11,16.03,6.0,Standard,1269.23,34.245475538968016,18 Years and 3 Months,Yes,38904.0,114.22513606999404,Low_spent_Small_value_payments,279.0696585991309,Standard
CUS_0x4bb,0x67a5,August,Lynchu,29,620-77-4360,Scientist,10401.21,657.7674999999998,9,10,22,2,"Auto Loan, and Debt Consolidation Loan",49,16,0.71,15.0,Bad,2106.7,36.60068852587203,7 Years and 11 Months,Yes,14574.0,64.40848424709874,Low_spent_Medium_value_payments,266.68897452677425,Standard
CUS_0xbe1d,0x18865,August,Nicola Lesked,26,951-33-4234,Musician,74203.38,5891.615000000002,4,3,19,0,,10,18,12.88,9.0,,1360.21,30.31358019690917,15 Years and 8 Months,Yes,0.0,75.92810993481487,High_spent_Medium_value_payments,763.2333900651853,Standard
CUS_0x15da,0x12025,August,Lynch Emilyy,24,283-09-7565,Doctor,127014.28,10870.523333333333,7,6,14,3,"Payday Loan, Student Loan, and Not Specified",28,13,,9.0,,245.63,36.14219109482836,9 Years and 1 Months,Yes,215.3848503127789,323.43067652816967,Low_spent_Medium_value_payments,828.2368064923847,Standard
